Price,Details,Title,Location
"₹ 2,000",1 BHK - 1 Bathroom - 1000 sqft,I need a roommate urgently,"ANAND NAGAR, BHOPAL"
"₹ 4,500",1 BHK - 1 Bathroom - 500 sqft,1 bhk flat available karodh near sai hospital,"NANBI BAGH, BHOPAL"
"₹ 3,000",1 BHK - 1 Bathroom - 200 sqft,1 room available for rent in Kolar road,"KOLAR ROAD, BHOPAL"
"₹ 3,200",1 BHK - 1 Bathroom - 700 sqft,Roommate for flat for girls,"NARILA SHANKARI HAZRAT NIZAMUDDIN COLONY, BHOPAL"
"₹ 2,700",1 BHK - 1 Bathroom - 180 sqft,One room with attached let bath,"DANISH SQUARE, BHOPAL"
"₹ 4,000",1 BHK - 1 Bathroom - 1000 sqft,Need flatmate,"GAUTAM NAGAR, BHOPAL"
"₹ 27,000",1 BHK - 2 Bathroom - 320 sqft,Office space on Rent,"DANISH SQUARE, BHOPAL"
"₹ 6,000",1 BHK - 1 Bathroom - 580 sqft,1BHK (Total:2) and Single Room (1RK) for rent near Bimakunj kolar road,"KOLAR ROAD, BHOPAL"
"₹ 5,000",1 BHK - 1 Bathroom - 1200 sqft,"1bhk independent flat available for rent, for bachelors and family all","BARKHERI, BHOPAL"
"₹ 8,500",1 BHK - 1 Bathroom - 800 sqft,"1 bhk independent Flat , Rajeev nagar Sector A","RAJEEV NAGAR A BLOCK, BHOPAL"
"₹ 10,000",1 BHK - 1 Bathroom - 900 sqft,very good maintain room for rent condition,"NEGRI, BHOPAL"
"₹ 6,500",1 BHK - 1 Bathroom - 800 sqft,1bhk flat for rent in good shepherd colony near by bema kunj six line,"KOLAR ROAD, BHOPAL"
"₹ 7,500",1 BHK - 1 Bathroom - 800 sqft,1bhk Duplex part poshan Rivera Hills Kolar road,"KOLAR ROAD, BHOPAL"
"₹ 8,000",1 BHK - 1 Bathroom - 400 sqft,1 bhk semi furnished rooms for rent for college students,"AAMAR ESTATE, BHOPAL"
"₹ 7,500",1 BHK - 1 Bathroom - 400 sqft,1BHK room for rent,"AAMAR ESTATE, BHOPAL"
"₹ 10,000",1 BHK - 1 Bathroom - 430 sqft,"1 बीएचके फ्लैट विथ फर्निश्ड, बेड, सोफा ,अलमारी, कूलर, गैस ,गीजर ,","AYODHYA NAGAR EXTENTION, BHOPAL"
"₹ 4,500",1 BHK - 1 Bathroom - 8000 sqft,1RK for rent near shrawan kanta main toad,"NARILA SHANKARI BALAJI NAGAR, BHOPAL"
"₹ 4,000",1 BHK - 1 Bathroom - 500 sqft,Small independent house for rent,"KOLAR ROAD, BHOPAL"
"₹ 3,500",1 BHK - 1 Bathroom - 700 sqft,Duplex flat,"BARWAI, BHOPAL"
"₹ 3,800",1 BHK - 1 Bathroom - 250 sqft,Single Room for Rent,"VIJAY NAGAR, BHOPAL"
"₹ 8,000",1 BHK - 1 Bathroom - 1000 sqft,1BHK flat for rent in hoshangabad road,"JATKHERI, BHOPAL"
"₹ 7,500",1 BHK - 1 Bathroom - 500 sqft,Near banden bank,"DANISH SQUARE, BHOPAL"
"₹ 5,000",1 BHK - 1 Bathroom - 1000 sqft,1 BHK FLAT FOR RENT,"KAROD KALAN, BHOPAL"
"₹ 15,000",1 BHK - 2 Bathroom - 1100 sqft,Rent for good family,"TAGORE NAGAR, BHOPAL"
"₹ 6,000",1 BHK - 1 Bathroom - 350 sqft,Room for rent,"AYODHYA NAGAR EXTENTION, BHOPAL"
"₹ 7,000",1 BHK - 1 Bathroom - 1000 sqft,To let for rent,"BHEL SANGAM AND PRIYADESHINI COLONY, BHOPAL"
"₹ 3,000",1 BHK - 1 Bathroom - 200 sqft,Single room with lat bath for rent,"BAGH MUNGALIYA, BHOPAL"
"₹ 7,500",1 BHK - 1 Bathroom - 450 sqft,One bhk for rent,"AYODHYA NAGAR, BHOPAL"
"₹ 3,000",1 BHK - 1 Bathroom - 200 sqft,I want to rented out 1 Room with attach latebath,"KHEJRA BARAMAD, BHOPAL"
"₹ 4,500",1 BHK - 1 Bathroom - 200 sqft,For rent only for girls,"NANBI BAGH, BHOPAL"
"₹ 3,500",1 BHK - 1 Bathroom - 255 sqft,1BHK room for rent in East facing house with parking available,"BARKHERA PATHANI, BHOPAL"
"₹ 4,500",1 BHK - 1 Bathroom - 900 sqft,Need urgent female faltmate for 1 bhk flat on rent,"NEW MINAL RESIDENCY, BHOPAL"
"₹ 5,000",1 BHK - 1 Bathroom - 450 sqft,1 bhk (only for girls),"ECO GREEN CITY, BHOPAL"
"₹ 7,000",1 BHK - 1 Bathroom - 600 sqft,For small family It's a part of a house made for rent out .,"GAYATRI VIHAR, BHOPAL"
"₹ 12,000",1 BHK - 1 Bathroom - 850 sqft,1bhk falt for rent Fully furnished Gulmohar colony prime location,"KOLAR ROAD, BHOPAL"
"₹ 12,000",1 BHK - 1 Bathroom - 900 sqft,1bhk falt for rent Fully furnished prime location chunabhatti,"KOLAR ROAD, BHOPAL"
"₹ 12,000",1 BHK - 2 Bathroom - 1200 sqft,1bhk partportion for rent in Ashirwad colony banjari kolar road,"KOLAR ROAD, BHOPAL"
"₹ 7,500",1 BHK - 1 Bathroom - 800 sqft,Rent purpose,"VALLABH NAGAR, BHOPAL"
"₹ 4,000",1 BHK - 1 Bathroom - 400 sqft,Rent for 4000 rs no wargning pls,"KAROD KALAN, BHOPAL"
"₹ 5,500",1 BHK - 1 Bathroom - 800 sqft,House for rent,"CRSYTAL IDEAL CITY, BHOPAL"
"₹ 8,000",1 BHK - 1 Bathroom - 800 sqft,Need a girl roommate for 1bhk independent flat.,"BAWARIA KALAN, BHOPAL"
"₹ 6,500",1 BHK - 1 Bathroom - 600 sqft,Newly built 1 bhk flat for rent,"FIRDOS NAGAR, BHOPAL"
"₹ 3,500",1 BHK - 1 Bathroom - 200 sqft,Student ke liye aur bachelor ke liye,"KOLAR ROAD, BHOPAL"
"₹ 2,500",1 BHK - 2 Bathroom - 500 sqft,For Room patner 1 bhk flat for girl only,"KAROD KALAN, BHOPAL"
"₹ 3,000",1 BHK - 1 Bathroom - 120 sqft,Room rent 1 st floor ayodhiya Extension,"AYODHYA NAGAR EXTENTION, BHOPAL"
"₹ 4,000",1 BHK - 1 Bathroom - 500 sqft,Only for rent,"AYODHYA NAGAR, BHOPAL"
"₹ 7,500",1 BHK - 1 Bathroom - 7000 sqft,To-let furnished studio apartment (1hk),"AAMAR ESTATE, BHOPAL"
"₹ 8,000",1 BHK - 1 Bathroom - 600 sqft,Small family,"ARVIND VIHAR WEST, BHOPAL"
"₹ 3,000",1 BHK - 1 Bathroom - 200 sqft,Room for Rent,"AWADHPURI, BHOPAL"
"₹ 1,000",1 BHK - 1 Bathroom - 150 sqft,Room available for rent,"NANBI BAGH, BHOPAL"
"₹ 7,000",1 BHK - 1 Bathroom - 450 sqft,1 BHK available for rent,"KOLAR ROAD, BHOPAL"
"₹ 6,000",1 BHK - 1 Bathroom - 225 sqft,Room with attached bathroom,"AYODHYA NAGAR, BHOPAL"
"₹ 10,000",1 BHK - 1 Bathroom - 500 sqft,1BHK FLAT & PG Available for Rent,"KOLAR ROAD, BHOPAL"
"₹ 4,500",1 BHK - 1 Bathroom - 165 sqft,Room for rent only for girls,"NARILA SHANKARI CHATRASHAL NAGAR, BHOPAL"
"₹ 6,500",1 BHK - 1 Bathroom - 700 sqft,1bhk for rent in mandakini colony,"KOLAR ROAD, BHOPAL"
"₹ 2,500",1 Bds - 1 Ba - 300 ft2,Need female flatmate,"KOLAR ROAD, BHOPAL"
"₹ 6,000",1 Bds - 1 Ba - 1200 ft2,1 BHK and 2 BHK,"NARILA SHANKARI DURGESH VIHAR COLONY, BHOPAL"
"₹ 4,000",1 BHK - 1 Bathroom - 300 sqft,A big size Single room with attached kitchen Rent 4000,"RATANPUR SADAK, BHOPAL"
"₹ 3,000",1 BHK - 1 Bathroom - 1500 sqft,Coaching Space,"KOKTA, BHOPAL"
"₹ 4,000",1 BHK - 1 Bathroom - 600 sqft,1 bhk flat on rent,"GONDARMAU, BHOPAL"
"₹ 3,500",1 BHK - 1 Bathroom - 750 sqft,Room rent only for girls,"BAIRAGARH KALAN, BHOPAL"
"₹ 4,500",1 BHK - 2 Bathroom - 600 sqft,2 and 3 bhk also available,"KOKTA, BHOPAL"
"₹ 3,300",1 BHK - 1 Bathroom - 550 sqft,Single Room with balcony,"RATANPUR SADAK, BHOPAL"
"₹ 4,500",1 BHK - 1 Bathroom - 350 sqft,Non furnished flat,"KOKTA, BHOPAL"
"₹ 4,000",1 BHK - 2 Bathroom - 15000 sqft,FARM HOUSE FOR RENT,"PIPALNER, BHOPAL"
"₹ 2,500",1 BHK - 1 Bathroom - 450 sqft,Argent me ghar rent pe dena hai,"KOKTA, BHOPAL"
"₹ 8,000",1 BHK - 1 Bathroom - 350 sqft,1 bhk furnished flat,"GONDARMAU, BHOPAL"
"₹ 2,500",1 BHK - 1 Bathroom - 800 sqft,"Need a roommate(5k room rent, independent)","KOKTA, BHOPAL"
"₹ 3,500",1 BHK - 1 Bathroom - 650 sqft,ROOM ON RENT Rs 3500 per month near RGPV college,"ABBAS NAGAR, BHOPAL"
"₹ 3,600",1 BHK - 1 Bathroom - 1200 sqft,Faimly base 1 bhk flat rent available separately bathroom,"KOKTA, BHOPAL"
"₹ 5,500",1 BHK - 1 Bathroom - 480 sqft,1 bhk flat,"KOKTA, BHOPAL"
"₹ 5,500",1 BHK - 1 Bathroom - 600 sqft,1 BHK for rent in kokta near trinity college,"KOKTA, BHOPAL"
"₹ 5,000",1 BHK - 1 Bathroom - 450 sqft,Arvind properties,"KOKTA, BHOPAL"
"₹ 14,000",3 BHK - 2 Bathroom - 850 sqft,"INDEPENDENT 3BHK, TWO 2BHK SEMI FURNISHED FLAT FOR EVERYONE","GULMOHAR COLONY, BHOPAL"
"₹ 20,000",3 BHK - 2 Bathroom - 1100 sqft,For rent 3 BHK flat in Chuna Bhatti Kolar road Bhopal,"CHUNABHATTI, BHOPAL"
"₹ 11,000",3 BHK - 3 Bathroom - 1050 sqft,3BHK PENTHOUSE FOR RENT,"CHUNABHATTI, BHOPAL"
"₹ 45,000",3 BHK - 3 Bathroom - 1850 sqft,Rent for 3bhk flat semi furnished covered campus near by mp nagar,"MP NAGAR, BHOPAL"
"₹ 18,000",3 BHK - 2 Bathroom - 1200 sqft,Rent for 3bhk Flat semi furnished covered campus .,"ROHIT NAGAR, BHOPAL"
"₹ 20,000",3 BHK - 3 Bathroom - 1600 sqft,Rent for 3bhk flat semi furnished covered campus near by bawdiya kala,"ROHIT NAGAR, BHOPAL"
"₹ 30,000",3 BHK - 3 Bathroom - 3500 sqft,Rent for 3bhk builder floor first floor semi furnished arera colony.,"ARERA COLONY, BHOPAL"
"₹ 15,000",3 BHK - 2 Bathroom - 1200 sqft,Rent for 3bhk flat unfurnished arera colony E-7,"ARERA COLONY, BHOPAL"
"₹ 20,000",3 BHK - 3 Bathroom - 1600 sqft,Rent for 3bhk Duplex semi furnished covered campus bawdiya Kala.,"ROHIT NAGAR, BHOPAL"
"₹ 5,100",3 BHK - 3 Bathroom - 0 sqft,"1 room avlv for rent Lift no 14, 2nd floor Rachna tower Bhopal","RACHNA NAGAR, BHOPAL"
"₹ 35,000",3 BHK - 3 Bathroom - 2100 sqft,Rent for 3bhk Duplex semi furnished near gut hospital Chunabhatti.,"CHUNABHATTI, BHOPAL"
"₹ 25,000",3 BHK - 3 Bathroom - 1800 sqft,3bhk newly constructed flat for rent near aura mall,"ARERA COLONY, BHOPAL"
"₹ 30,000",3 BHK - 2 Bathroom - 1200 sqft,"3 BHK Furnished 10 No market, E-3 Arera Colony","ARERA COLONY, BHOPAL"
"₹ 14,999",3 BHK - 2 Bathroom - 768 sqft,"3 BHK 600 sq.ft. flat on rent near posh 10 No.Market, E-7 Arera Colony","ARERA COLONY, BHOPAL"
"₹ 26,000",3 BHK - 3 Bathroom - 1400 sqft,3Bhk Flat For Rent,"GULMOHAR COLONY, BHOPAL"
"₹ 13,000",3 BHK - 3 Bathroom - 1700 sqft,For rent 3 BHK flat in Chuna Bhatti Kolar road Bhopal,"CHUNABHATTI, BHOPAL"
"₹ 25,000",3 BHK - 2 Bathroom - 1000 sqft,For rent urgent,"MP NAGAR ZONE 2, BHOPAL"
"₹ 11,000",3 BHK - 2 Bathroom - 1300 sqft,3bhk independent flat with terrace near akriti ecocity,"ROHIT NAGAR, BHOPAL"
"₹ 22,000",3 BHK - 3 Bathroom - 1800 sqft,3BHK DUPLEX FOR RENT,"ROHIT NAGAR, BHOPAL"
"₹ 23,000",3 BHK - 3 Bathroom - 2000 sqft,3BHK SEMI FURNISHED DUPLEX COVERD CAMPUS FOR RENT,"ROHIT NAGAR, BHOPAL"
"₹ 23,000",3 BHK - 3 Bathroom - 1200 sqft,COMMERCIAL+RESIDENCIAL 1FLOOR FOR RENT,"CHUNABHATTI, BHOPAL"
"₹ 25,000",3 BHK - 3 Bathroom - 1600 sqft,3 BHK FLAT FOR RENT,"ARERA COLONY, BHOPAL"
"₹ 30,000",3 BHK - 3 Bathroom - 2400 sqft,3 BHK DUPLEX FOR RENT,"ROHIT NAGAR, BHOPAL"
"₹ 60,000",3 BHK - 3 Bathroom - 2000 sqft,3bhk fully furnished flat in campus ...,"ARERA COLONY, BHOPAL"
"₹ 11,000",3 BHK - 2 Bathroom - 2800 sqft,Need female partner,"KOLAR ROAD, BHOPAL"
"₹ 50,00,000",3 BHK - 2 Bathroom - 1500 sqft,"Spacious 3 BHK E7 ARERA COLONY BHOPAL, 24 HRS MUNICIPAL WATER SUPPLY","ARERA COLONY, BHOPAL"
"₹ 32,00,000",3 BHK - 3 Bathroom - 1050 sqft,Sell for 3bhk falte,"APEX BANK COLONY, BHOPAL"
"₹ 33,000",3 BHK - 2 Bathroom - 1400 sqft,3 bhk luxury Fully furnished flat closed campus rohit nagar,"GULMOHAR COLONY, BHOPAL"
"₹ 14,500",3 BHK - 2 Bathroom - 900 sqft,Best location with all amenities,"TT NAGAR, BHOPAL"
"₹ 18,000",3 BHK - 2 Bathroom - 1100 sqft,3 bhk flat furnished in Shahpura colony,"SHAHPURA, BHOPAL"
"₹ 12,000",3 BHK - 2 Bathroom - 1000 sqft,3 bhk flat for boy in rohit nagar,"ROHIT NAGAR, BHOPAL"
"₹ 26,000",3 BHK - 3 Bathroom - 1700 sqft,3bhk bunglow for rent near shahpura thana,"SHAHPURA, BHOPAL"
"₹ 13,800",3 BHK - 3 Bathroom - 1250 sqft,3 bhk flat semi furnished in e_7,"ARERA COLONY, BHOPAL"
"₹ 18,000",3 BHK - 2 Bathroom - 1300 sqft,"3 BHK Furnished Flat, Opp. Aura Mall","GULMOHAR COLONY, BHOPAL"
"₹ 14,000",3 BHK - 3 Bathroom - 1200 sqft,3bhk flat in covard campus.near by road..,"ROHIT NAGAR, BHOPAL"
"₹ 15,000",3 BHK - 2 Bathroom - 1200 sqft,Opposite Aura Mall,"GULMOHAR COLONY, BHOPAL"
"₹ 22,000",3 BHK - 3 Bathroom - 1650 sqft,Duplex For Rent (Family Only),"ROHIT NAGAR, BHOPAL"
"₹ 11,500",3 BHK - 2 Bathroom - 1000 sqft,"3 BHK for rent in Ashok Vihar, Nagar Nigam Colony, Bhopal.","ASHOK VIHAR, BHOPAL"
"₹ 15,000",3 BHK - 2 Bathroom - 1500 sqft,3bhk duplex for rent only for government employees,"ARERA COLONY, BHOPAL"
"₹ 17,000",3 BHK - 2 Bathroom - 1200 sqft,3bhk for rent near aura mall complete house,"ARERA COLONY, BHOPAL"
"₹ 45,000",3 BHK - 3 Bathroom - 1500 sqft,3bhk semi furnised with servent room,"MP NAGAR, BHOPAL"
"₹ 12,000",3 BHK - 3 Bathroom - 1600 sqft,3bhk independent semifurnished flat near akriti ecocity,"ROHIT NAGAR, BHOPAL"
"₹ 13,500",3 BHK - 2 Bathroom - 1200 sqft,"13500 maintenance including students,medical ke ho family bhi ho","JHANGIRABAD, BHOPAL"
"₹ 17,500",3 BHK - 2 Bathroom - 1200 sqft,3 bhk flat furnished in rohit nagar,"ROHIT NAGAR, BHOPAL"
"₹ 18,200",3 BHK - 2 Bathroom - 1100 sqft,Newly 3 bhk flat semi furnished in rohit nagar,"ROHIT NAGAR, BHOPAL"
"₹ 22,000",3 BHK - 3 Bathroom - 2000 sqft,3 bhk flat semi furnished in rohit nagar,"ROHIT NAGAR, BHOPAL"
"₹ 18,000",3 BHK - 2 Bathroom - 1200 sqft,Rent for flat 3bhk Paras city campus E-3 arera colony 10no. Market,"ARERA COLONY, BHOPAL"
"₹ 3,333",3 BHK - 2 Bathroom - 1000 sqft,Looking for a female flatmate for one of our room,"LALA LAJPAT RAI COLONY, BHOPAL"
"₹ 19,500",3 BHK - 2 Bathroom - 1100 sqft,3 bhk flat semi furnished in rohit nagar,"ROHIT NAGAR, BHOPAL"
"₹ 15,500",3 BHK - 2 Bathroom - 1400 sqft,3 bhk flat semi furnished in rohit nagar,"ROHIT NAGAR, BHOPAL"
"₹ 15,000",3 BHK - 3 Bathroom - 1500 sqft,3bhk independent semifurnished duplex available for rent,"ROHIT NAGAR, BHOPAL"
"₹ 30,000",3 BHK - 3 Bathroom - 1600 sqft,3bhk flat for rent Astar Royal aakruti Eco City prime location,"ROHIT NAGAR, BHOPAL"
"₹ 14,000",3 BHK - 2 Bathroom - 1101 sqft,"Located in Awadhpuri, basic shops are nearby.","AWADHPURI, BHOPAL"
"₹ 13,000",3 BHK - 3 Bathroom - 1300 sqft,Duplex available on rent for small family,"PALLAVI NAGAR COLONY, BHOPAL"
"₹ 11,000",3 BHK - 2 Bathroom - 1350 sqft,"3BHK Covered campus Fully ventilated, Sunlight, covered parking","BAWARIA KALAN, BHOPAL"
"₹ 18,999",3 BHK - 2 Bathroom - 1098 sqft,Independent Semi furnished 3BHK flat for rent(negotiable),"NEW MINAL RESIDENCY, BHOPAL"
"₹ 25,000",3 BHK - 2 Bathroom - 1450 sqft,"Only family. Drink, non veg not allow. Rent 25000 .","KATARA HILLS, BHOPAL"
"₹ 11,000",3 BHK - 2 Bathroom - 1250 sqft,FOR RENT 3-BHK FLAT COVERED CAMPUS LIFT LGA BEST LOCATION NEAR PEOPLES,"KAROD KALAN, BHOPAL"
"₹ 5,500",3 BHK - 2 Bathroom - 0 sqft,FLATMATE WANTED IN BHOPAL,"INDRAPURI, BHOPAL"
"₹ 16,000",3 BHK - 2 Bathroom - 1200 sqft,3bhk duplex for rent Jain mandir Danish Kunj prime location Kolar road,"KOLAR ROAD, BHOPAL"
"₹ 18,500",3 BHK - 3 Bathroom - 2400 sqft,3BHK duplex house for rent ci park view near neta ji hills Kolar road,"KOLAR ROAD, BHOPAL"
"₹ 25,000",3 BHK - 3 Bathroom - 1600 sqft,3bhk falt for rent virasha hights Kolar Road,"KOLAR ROAD, BHOPAL"
"₹ 16,000",3 BHK - 3 Bathroom - 1500 sqft,3bhk Duplex for rent prime avenue Homes Danish kunj Kolar Road,"KOLAR ROAD, BHOPAL"
"₹ 21,000",3 BHK - 3 Bathroom - 2100 sqft,3 BHK duplex for rent AG classic nearby CI Park Mandakini Kolar road,"KOLAR ROAD, BHOPAL"
"₹ 18,000",3 BHK - 3 Bathroom - 1500 sqft,3 BHK duplex for rent Shiv Janki vatika near Mansarovar dental College,"KOLAR ROAD, BHOPAL"
"₹ 10,000",3 BHK - 2 Bathroom - 1000 sqft,3BHK DUPLEX FOR RENT IN OLD MINAL RESIDENCY GATE NO 02,"OLD MINAL RESIDENCY, BHOPAL"
"₹ 11,000",3 BHK - 2 Bathroom - 1250 sqft,PEOPLES MALL K PASS 3-BHK FLAT RENT PE DENA HAI COVERED CAMPUS COLONY,"KAROD KALAN, BHOPAL"
"₹ 45,000",3 BHK - 3 Bathroom - 1350 sqft,Rent for 3bhk flat fully furnished covered campus shalimar fortleza,"MISROD, BHOPAL"
"₹ 25,000",3 BHK - 3 Bathroom - 1500 sqft,RENT FLAT & DUPLEX Full furnished 2 & 3 bhk,"OLD MINAL RESIDENCY, BHOPAL"
"₹ 19,000",3 BHK - 3 Bathroom - 1500 sqft,Rent for 3bhk flat semi furnished covered campus near by JK hospital,"KOLAR ROAD, BHOPAL"
"₹ 20,000",3 BHK - 2 Bathroom - 1200 sqft,Rent for 3bhk flat semi furnished covered campus near Road.,"MISROD, BHOPAL"
"₹ 32,000",3 BHK - 2 Bathroom - 1200 sqft,Rent for 3bhk flat fully furnished covered campus near main road.,"MISROD, BHOPAL"
"₹ 11,000",3 BHK - 3 Bathroom - 1100 sqft,Duplex[3bhk] for rent,"KOLAR ROAD, BHOPAL"
"₹ 25,000",3 BHK - 3 Bathroom - 2300 sqft,3BHK DUPLEX FOR RENT IN PALACE ORCHARD COLONY KOLAR ROAD BHOPAL,"KOLAR ROAD, BHOPAL"
"₹ 17,000",3 BHK - 2 Bathroom - 1200 sqft,3BHK for rent in kohefiza,"KOH E FIZA, BHOPAL"
"₹ 22,000",3 BHK - 3 Bathroom - 2000 sqft,Rent for 3bhk Duplex semi furnished covered campus near JK Hospital.,"KOLAR ROAD, BHOPAL"
"₹ 2,933",3 BHK - 2 Bathroom - 145 sqft,need 2 female room mates,"KOLAR ROAD, BHOPAL"
"₹ 4,500",3 BHK - 2 Bathroom - 1000 sqft,Looking for a chilling female roommate,"AWADHPURI, BHOPAL"
"₹ 17,000",3 BHK - 3 Bathroom - 1400 sqft,House on Rent,"KHAJURI KALAN, BHOPAL"
"₹ 13,000",3 BHK - 3 Bathroom - 1000 sqft,3 bhk independent House for rent,"PIPLANI, BHOPAL"
"₹ 9,000",3 BHK - 1 Bathroom - 700 sqft,Property on rent for bachelors or small family,"AYODHYA NAGAR, BHOPAL"
"₹ 6,000",3 BHK - 2 Bathroom - 1200 sqft,Pg for girls,"KOLAR ROAD, BHOPAL"
"₹ 15,000",3 BHK - 3 Bathroom - 2200 sqft,"3 BHK Duplex Is Available for Rent in Nikhil Bunglow Phase-3, Bhopal","NIKHIL PHASE 2, BHOPAL"
"₹ 3,000",3 BHK - 2 Bathroom - 997 sqft,"Searching for girl flatmate , separate room","BHANPURA, BHOPAL"
"₹ 15,500",3 BHK - 2 Bathroom - 1150 sqft,3bhk flat for rent in Orchard square palace orchid colony in kolar,"KOLAR ROAD, BHOPAL"
"₹ 7,000",3 BHK - 3 Bathroom - 1800 sqft,Flatmate female required,"KOLAR ROAD, BHOPAL"
"₹ 4,000",3 BHK - 2 Bathroom - 120 sqft,Female Flatmate for 3 BHK Fully Furnished Flat,"KOLAR ROAD, BHOPAL"
"₹ 5,500",3 BHK - 1 Bathroom - 1250 sqft,Home for rent,"KAROD KALAN, BHOPAL"
"₹ 12,000",3 BHK - 3 Bathroom - 1400 sqft,3BHK FLAT FOR RENT KOLAR,"KOLAR ROAD, BHOPAL"
"₹ 15,000",3 BHK - 3 Bathroom - 1200 sqft,3BHK FLAT FOR RENT,"KOLAR ROAD, BHOPAL"
"₹ 18,000",3 BHK - 3 Bathroom - 2800 sqft,3BHK DUPLEX FOR RENT,"KOLAR ROAD, BHOPAL"
"₹ 14,000",3 BHK - 2 Bathroom - 1250 sqft,3BHK FLAT FOR RENT,"KOLAR ROAD, BHOPAL"
"₹ 26,000",3 BHK - 3 Bathroom - 1800 sqft,3BHK DUPLEX FOR RENT,"AAKRITI ECOCITY, BHOPAL"
"₹ 25,000",3 BHK - 3 Bathroom - 1800 sqft,3BHK DUPLEX FOR RENT,"KOLAR ROAD, BHOPAL"
"₹ 17,000",3 BHK - 3 Bathroom - 1400 sqft,3 BHK FLAT FOR RENT,"DANISH SQUARE, BHOPAL"
"₹ 12,000",3 BHK - 3 Bathroom - 1200 sqft,3BHK SEMI FURNISHED FLAT FOR RENT,"AAKRITI ECOCITY, BHOPAL"
"₹ 60,000",3 BHK - 3 Bathroom - 2500 sqft,3BHK DUPLEX COMMERCIAL FOR RENT,"KOLAR ROAD, BHOPAL"
"₹ 30,000",3 BHK - 3 Bathroom - 2000 sqft,3 BHK DUPLEX FOR COMMERCIAL USE RENT,"KOLAR ROAD, BHOPAL"
"₹ 21,000",3 BHK - 2 Bathroom - 2000 sqft,3bhk duplex rent out for family,"NEW MINAL RESIDENCY, BHOPAL"
"₹ 12,500",3 BHK - 3 Bathroom - 800 sqft,3BHK Duplex On Rent,"AWADHPURI, BHOPAL"
"₹ 14,000",3 BHK - 2 Bathroom - 1200 sqft,3bhk Duplex house for rent in sarvdhram D sector in Kolar Road Bhopal,"KOLAR ROAD, BHOPAL"
"₹ 20,000",3 BHK - 3 Bathroom - 1450 sqft,3bhk Duplex house for rent in ag classic covered campus colony,"KOLAR ROAD, BHOPAL"
"₹ 30,000",3 BHK - 3 Bathroom - 1450 sqft,3bhk fully furnished duplex house for rent in place orchid colony,"KOLAR ROAD, BHOPAL"
"₹ 16,000",3 BHK - 2 Bathroom - 1100 sqft,3bhk flat for rent shiv aangan salaiya coward compas colony,"KOLAR ROAD, BHOPAL"
"₹ 22,000",3 BHK - 3 Bathroom - 2200 sqft,"3bhk duplex for rent, Singapore Villa Jk Hospital Kolar Road","KOLAR ROAD, BHOPAL"
"₹ 17,000",3 BHK - 3 Bathroom - 1600 sqft,3bhk falt for rent Sagar primiyam Towar Kolar Road,"KOLAR ROAD, BHOPAL"
"₹ 40,000",3 BHK - 3 Bathroom - 1800 sqft,3bhk fully farnishad falt for rent madhuban Hights D-mart Kolar Road,"KOLAR ROAD, BHOPAL"
"₹ 60,000",3 BHK - 3 Bathroom - 1800 sqft,3bhk fully farnishad falt for rent parsh Empar Bawadiya kalan,"KOLAR ROAD, BHOPAL"
"₹ 20,000",3 BHK - 2 Bathroom - 1500 sqft,Lalghati Square Gufa Mandir Road Bhopal,"LAL GHATI CHOURAHA, BHOPAL"
"₹ 15,000",3 BHK - 2 Bathroom - 850 sqft,3bhk flat for rent,"NARILA SHANKARI DURGESH VIHAR COLONY, BHOPAL"
"₹ 14,999",3 BHK - 3 Bathroom - 1050 sqft,Rent Duplex Ayodhya Bypass,"AYODHYA NAGAR, BHOPAL"
"₹ 18,500",3 BHK - 3 Bathroom - 1500 sqft,Fully Independent DUPLEX For Rent | 3BHK | Luxury | Peaceful |,"AYODHYA NAGAR, BHOPAL"
"₹ 4,000",3 BHK - 2 Bathroom - 120 sqft,"1 Room is available, only for girls","KOLAR ROAD, BHOPAL"
"₹ 4,000",3 BHK - 2 Bathroom - 120 sqft,3BHK furnished flat only for girls,"KOLAR ROAD, BHOPAL"
"₹ 12,000",3 BHK - 2 Bathroom - 1300 sqft,Flat for rent,"KOLAR ROAD, BHOPAL"
"₹ 14,000",3 BHK - 2 Bathroom - 1500 sqft,3 BHK duplex for rent Priyanka nagar Kolar road Bhopal,"KOLAR ROAD, BHOPAL"
"₹ 8,000",3 BHK - 2 Bathroom - 1200 sqft,House for rent,"KOLAR ROAD, BHOPAL"
"₹ 14,000",3 BHK - 3 Bathroom - 1450 sqft,3bhk flat for rent in Aadhar Symphony covered campus colony,"KOLAR ROAD, BHOPAL"
"₹ 18,000",3 BHK - 3 Bathroom - 1400 sqft,3 BHK duplex for rent Shiv Janki vatika covered campus Kolar road,"KOLAR ROAD, BHOPAL"
"₹ 14,000",3 BHK - 2 Bathroom - 1250 sqft,3bhk singlex house for rent rajharsh colony near by CI square in kola,"KOLAR ROAD, BHOPAL"
"₹ 9,500",3 BHK - 2 Bathroom - 1100 sqft,3 bhk flat independent in Savordharam Kolar,"KOLAR ROAD, BHOPAL"
"₹ 25,000",3 BHK - 3 Bathroom - 1500 sqft,RENT 2 3bhk duplex or flat full furnished,"OLD MINAL RESIDENCY, BHOPAL"
"₹ 3,500",3 BHK - 2 Bathroom - 1500 sqft,"House for rent, no kitchen available, only for single person","BAG SEWANIA, BHOPAL"
